location,date,vaccine,total_vaccinations
Croatia,12/29/2020,Pfizer/BioNTech,1867
Croatia,1/5/2021,Pfizer/BioNTech,28877
Croatia,1/12/2021,Moderna,1518
Croatia,1/12/2021,Oxford/AstraZeneca,2
Croatia,1/12/2021,Pfizer/BioNTech,45284
Croatia,1/19/2021,Moderna,2747
Croatia,1/19/2021,Pfizer/BioNTech,66302
Croatia,1/26/2021,Moderna,2830
Croatia,1/26/2021,Pfizer/BioNTech,81749
Croatia,2/2/2021,Moderna,3254
Croatia,2/2/2021,Pfizer/BioNTech,97929
Croatia,2/9/2021,Moderna,8086
Croatia,2/9/2021,Oxford/AstraZeneca,3121
Croatia,2/9/2021,Pfizer/BioNTech,117579
Croatia,2/16/2021,Johnson&Johnson,1
Croatia,2/16/2021,Moderna,12793
Croatia,2/16/2021,Oxford/AstraZeneca,18456
Croatia,2/16/2021,Pfizer/BioNTech,136243
Croatia,2/23/2021,Moderna,13868
Croatia,2/23/2021,Oxford/AstraZeneca,58066
Croatia,2/23/2021,Pfizer/BioNTech,155323
Croatia,3/2/2021,Moderna,22122
Croatia,3/2/2021,Oxford/AstraZeneca,81586
Croatia,3/2/2021,Pfizer/BioNTech,178438
Croatia,3/9/2021,Moderna,28602
Croatia,3/9/2021,Oxford/AstraZeneca,113933
Croatia,3/9/2021,Pfizer/BioNTech,200508
Croatia,3/16/2021,Moderna,43368
Croatia,3/16/2021,Oxford/AstraZeneca,133741
Croatia,3/16/2021,Pfizer/BioNTech,230323
Croatia,3/23/2021,Johnson&Johnson,2
Croatia,3/23/2021,Moderna,51030
Croatia,3/23/2021,Oxford/AstraZeneca,153456
Croatia,3/23/2021,Pfizer/BioNTech,262509
Croatia,3/30/2021,Moderna,69879
Croatia,3/30/2021,Oxford/AstraZeneca,168558
Croatia,3/30/2021,Pfizer/BioNTech,293532
Croatia,4/6/2021,Johnson&Johnson,4
Croatia,4/6/2021,Moderna,81802
Croatia,4/6/2021,Oxford/AstraZeneca,196632
Croatia,4/6/2021,Pfizer/BioNTech,320478
Croatia,4/13/2021,Moderna,101396
Croatia,4/13/2021,Oxford/AstraZeneca,226603
Croatia,4/13/2021,Pfizer/BioNTech,378002
Croatia,4/20/2021,Johnson&Johnson,4
Croatia,4/20/2021,Moderna,111734
Croatia,4/20/2021,Oxford/AstraZeneca,240220
Croatia,4/20/2021,Pfizer/BioNTech,452664
Croatia,4/27/2021,Johnson&Johnson,778
Croatia,4/27/2021,Moderna,126112
Croatia,4/27/2021,Oxford/AstraZeneca,258976
Croatia,4/27/2021,Pfizer/BioNTech,535726
Croatia,5/4/2021,Johnson&Johnson,3524
Croatia,5/4/2021,Moderna,142288
Croatia,5/4/2021,Oxford/AstraZeneca,297419
Croatia,5/4/2021,Pfizer/BioNTech,704300
Croatia,5/11/2021,Johnson&Johnson,5946
Croatia,5/11/2021,Moderna,166695
Croatia,5/11/2021,Oxford/AstraZeneca,335360
Croatia,5/11/2021,Pfizer/BioNTech,874610
Croatia,5/18/2021,Johnson&Johnson,8837
Croatia,5/18/2021,Moderna,189165
Croatia,5/18/2021,Oxford/AstraZeneca,367349
Croatia,5/18/2021,Pfizer/BioNTech,1022701
Croatia,5/25/2021,Johnson&Johnson,11396
Croatia,5/25/2021,Moderna,203537
Croatia,5/25/2021,Oxford/AstraZeneca,395129
Croatia,5/25/2021,Pfizer/BioNTech,1151467
Croatia,6/1/2021,Johnson&Johnson,11580
Croatia,6/1/2021,Moderna,205621
Croatia,6/1/2021,Oxford/AstraZeneca,397554
Croatia,6/1/2021,Pfizer/BioNTech,1158367
Cyprus,12/29/2020,Pfizer/BioNTech,353
Cyprus,1/5/2021,Pfizer/BioNTech,6119
Cyprus,1/12/2021,Moderna,0
Cyprus,1/12/2021,Pfizer/BioNTech,10646
Cyprus,1/19/2021,Moderna,210
Cyprus,1/19/2021,Pfizer/BioNTech,17635
Cyprus,1/26/2021,Moderna,420
Cyprus,1/26/2021,Pfizer/BioNTech,24435
Cyprus,2/2/2021,Pfizer/BioNTech,31980
Cyprus,2/9/2021,Moderna,421
Cyprus,2/9/2021,Oxford/AstraZeneca,582
Cyprus,2/9/2021,Pfizer/BioNTech,42632
Cyprus,2/16/2021,Moderna,741
Cyprus,2/16/2021,Oxford/AstraZeneca,6115
Cyprus,2/16/2021,Pfizer/BioNTech,50884
Cyprus,2/23/2021,Moderna,951
Cyprus,2/23/2021,Oxford/AstraZeneca,18095
Cyprus,2/23/2021,Pfizer/BioNTech,58590
Cyprus,3/2/2021,Moderna,1301
Cyprus,3/2/2021,Oxford/AstraZeneca,28563
Cyprus,3/2/2021,Pfizer/BioNTech,68532
Cyprus,3/9/2021,Moderna,4195
Cyprus,3/9/2021,Oxford/AstraZeneca,40688
Cyprus,3/9/2021,Pfizer/BioNTech,78050
Cyprus,3/16/2021,Moderna,4304
Cyprus,3/16/2021,Oxford/AstraZeneca,41563
Cyprus,3/16/2021,Pfizer/BioNTech,84873
Cyprus,3/23/2021,Moderna,4304
Cyprus,3/23/2021,Oxford/AstraZeneca,48061
Cyprus,3/23/2021,Pfizer/BioNTech,94457
Cyprus,3/30/2021,Moderna,6546
Cyprus,3/30/2021,Oxford/AstraZeneca,51968
Cyprus,3/30/2021,Pfizer/BioNTech,102141
Cyprus,4/6/2021,Moderna,12455
Cyprus,4/6/2021,Oxford/AstraZeneca,59833
Cyprus,4/6/2021,Pfizer/BioNTech,112092
Cyprus,4/13/2021,Johnson&Johnson,0
Cyprus,4/13/2021,Moderna,13235
Cyprus,4/13/2021,Oxford/AstraZeneca,66666
Cyprus,4/13/2021,Pfizer/BioNTech,129626
Cyprus,4/20/2021,Oxford/AstraZeneca,77619
Cyprus,4/20/2021,Pfizer/BioNTech,149857
Cyprus,4/27/2021,Johnson&Johnson,1187
Cyprus,4/27/2021,Moderna,15631
Cyprus,4/27/2021,Oxford/AstraZeneca,84020
Cyprus,4/27/2021,Pfizer/BioNTech,190807
Cyprus,5/4/2021,Johnson&Johnson,2217
Cyprus,5/4/2021,Moderna,21434
Cyprus,5/4/2021,Oxford/AstraZeneca,91971
Cyprus,5/4/2021,Pfizer/BioNTech,236267
Cyprus,5/11/2021,Johnson&Johnson,5588
Cyprus,5/11/2021,Moderna,28309
Cyprus,5/11/2021,Oxford/AstraZeneca,109371
Cyprus,5/11/2021,Pfizer/BioNTech,278399
Cyprus,5/18/2021,Moderna,37380
Cyprus,5/18/2021,Oxford/AstraZeneca,129722
Cyprus,5/18/2021,Pfizer/BioNTech,324947
Cyprus,5/25/2021,Johnson&Johnson,5588
Cyprus,5/25/2021,Moderna,44425
Cyprus,5/25/2021,Oxford/AstraZeneca,145475
Cyprus,5/25/2021,Pfizer/BioNTech,370907
Cyprus,6/1/2021,Moderna,46335
Cyprus,6/1/2021,Oxford/AstraZeneca,152084
Cyprus,6/1/2021,Pfizer/BioNTech,387872
Czechia,12/27/2020,Pfizer/BioNTech,1253
Czechia,12/28/2020,Pfizer/BioNTech,3545
Czechia,12/29/2020,Pfizer/BioNTech,6993
Czechia,12/30/2020,Pfizer/BioNTech,10469
Czechia,12/31/2020,Pfizer/BioNTech,11775
Czechia,1/1/2021,Pfizer/BioNTech,12036
Czechia,1/2/2021,Pfizer/BioNTech,13301
Czechia,1/3/2021,Pfizer/BioNTech,14215
Czechia,1/4/2021,Pfizer/BioNTech,17790
Czechia,1/5/2021,Pfizer/BioNTech,22281
Czechia,1/6/2021,Pfizer/BioNTech,28100
Czechia,1/7/2021,Pfizer/BioNTech,36041
Czechia,1/8/2021,Pfizer/BioNTech,45977
Czechia,1/9/2021,Pfizer/BioNTech,47990
Czechia,1/10/2021,Pfizer/BioNTech,49740
Czechia,1/11/2021,Pfizer/BioNTech,59536
Czechia,1/12/2021,Pfizer/BioNTech,72896
Czechia,1/13/2021,Pfizer/BioNTech,86370
Czechia,1/14/2021,Moderna,1226
Czechia,1/14/2021,Pfizer/BioNTech,100304
Czechia,1/15/2021,Moderna,1984
Czechia,1/15/2021,Pfizer/BioNTech,113486
Czechia,1/16/2021,Moderna,2310
Czechia,1/16/2021,Pfizer/BioNTech,116534
Czechia,1/17/2021,Moderna,2399
Czechia,1/17/2021,Pfizer/BioNTech,119675
Czechia,1/18/2021,Moderna,2576
Czechia,1/18/2021,Pfizer/BioNTech,133758
Czechia,1/19/2021,Moderna,3350
Czechia,1/19/2021,Pfizer/BioNTech,148190
Czechia,1/20/2021,Moderna,4928
Czechia,1/20/2021,Pfizer/BioNTech,162850
Czechia,1/21/2021,Moderna,5885
Czechia,1/21/2021,Pfizer/BioNTech,179178
Czechia,1/22/2021,Moderna,6080
Czechia,1/22/2021,Pfizer/BioNTech,194812
Czechia,1/23/2021,Moderna,6121
Czechia,1/23/2021,Pfizer/BioNTech,198918
Czechia,1/24/2021,Moderna,6245
Czechia,1/24/2021,Pfizer/BioNTech,201902
Czechia,1/25/2021,Moderna,6442
Czechia,1/25/2021,Pfizer/BioNTech,214256
Czechia,1/26/2021,Moderna,6715
Czechia,1/26/2021,Pfizer/BioNTech,228432
Czechia,1/27/2021,Moderna,7017
Czechia,1/27/2021,Pfizer/BioNTech,241615
Czechia,1/28/2021,Moderna,7136
Czechia,1/28/2021,Pfizer/BioNTech,254613
Czechia,1/29/2021,Moderna,7287
Czechia,1/29/2021,Pfizer/BioNTech,268457
Czechia,1/30/2021,Moderna,7289
Czechia,1/30/2021,Pfizer/BioNTech,270255
Czechia,1/31/2021,Moderna,7290
Czechia,1/31/2021,Pfizer/BioNTech,272129
Czechia,2/1/2021,Moderna,7546
Czechia,2/1/2021,Pfizer/BioNTech,283704
Czechia,2/2/2021,Moderna,7873
Czechia,2/2/2021,Pfizer/BioNTech,297663
Czechia,2/3/2021,Moderna,8601
Czechia,2/3/2021,Pfizer/BioNTech,312274
Czechia,2/4/2021,Moderna,9737
Czechia,2/4/2021,Pfizer/BioNTech,328926
Czechia,2/5/2021,Moderna,10927
Czechia,2/5/2021,Pfizer/BioNTech,343794
Czechia,2/6/2021,Moderna,11185
Czechia,2/6/2021,Pfizer/BioNTech,346709
Czechia,2/7/2021,Moderna,11448
Czechia,2/7/2021,Pfizer/BioNTech,349768
Czechia,2/8/2021,Moderna,12353
Czechia,2/8/2021,Pfizer/BioNTech,364230
Czechia,2/9/2021,Moderna,14003
Czechia,2/9/2021,Oxford/AstraZeneca,3
Czechia,2/9/2021,Pfizer/BioNTech,379537
Czechia,2/10/2021,Moderna,15746
Czechia,2/10/2021,Pfizer/BioNTech,396432
Czechia,2/11/2021,Moderna,19114
Czechia,2/11/2021,Oxford/AstraZeneca,236
Czechia,2/11/2021,Pfizer/BioNTech,415224
Czechia,2/12/2021,Moderna,21348
Czechia,2/12/2021,Oxford/AstraZeneca,634
Czechia,2/12/2021,Pfizer/BioNTech,433936
Czechia,2/13/2021,Moderna,21832
Czechia,2/13/2021,Oxford/AstraZeneca,1073
Czechia,2/13/2021,Pfizer/BioNTech,437561
Czechia,2/14/2021,Moderna,22080
Czechia,2/14/2021,Oxford/AstraZeneca,1276
Czechia,2/14/2021,Pfizer/BioNTech,439466
Czechia,2/15/2021,Moderna,23473
Czechia,2/15/2021,Oxford/AstraZeneca,2025
Czechia,2/15/2021,Pfizer/BioNTech,452973
Czechia,2/16/2021,Moderna,25941
Czechia,2/16/2021,Oxford/AstraZeneca,3192
Czechia,2/16/2021,Pfizer/BioNTech,467018
Czechia,2/17/2021,Moderna,28673
Czechia,2/17/2021,Oxford/AstraZeneca,5236
Czechia,2/17/2021,Pfizer/BioNTech,480149
Czechia,2/18/2021,Moderna,31018
Czechia,2/18/2021,Oxford/AstraZeneca,7227
Czechia,2/18/2021,Pfizer/BioNTech,496064
Czechia,2/19/2021,Moderna,32406
Czechia,2/19/2021,Oxford/AstraZeneca,8963
Czechia,2/19/2021,Pfizer/BioNTech,512035
Czechia,2/20/2021,Moderna,32409
Czechia,2/20/2021,Oxford/AstraZeneca,9609
Czechia,2/20/2021,Pfizer/BioNTech,514483
Czechia,2/21/2021,Moderna,32509
Czechia,2/21/2021,Oxford/AstraZeneca,9801
Czechia,2/21/2021,Pfizer/BioNTech,516221
Czechia,2/22/2021,Moderna,33506
Czechia,2/22/2021,Oxford/AstraZeneca,11409
Czechia,2/22/2021,Pfizer/BioNTech,529682
Czechia,2/23/2021,Moderna,34287
Czechia,2/23/2021,Oxford/AstraZeneca,14146
Czechia,2/23/2021,Pfizer/BioNTech,545967
Czechia,2/24/2021,Moderna,35615
Czechia,2/24/2021,Oxford/AstraZeneca,17078
Czechia,2/24/2021,Pfizer/BioNTech,561508
Czechia,2/25/2021,Moderna,36793
Czechia,2/25/2021,Oxford/AstraZeneca,21425
Czechia,2/25/2021,Pfizer/BioNTech,579417
Czechia,2/26/2021,Moderna,37632
Czechia,2/26/2021,Oxford/AstraZeneca,24772
Czechia,2/26/2021,Pfizer/BioNTech,596641
Czechia,2/27/2021,Moderna,37803
Czechia,2/27/2021,Oxford/AstraZeneca,25390
Czechia,2/27/2021,Pfizer/BioNTech,599333
Czechia,2/28/2021,Moderna,37996
Czechia,2/28/2021,Oxford/AstraZeneca,25862
Czechia,2/28/2021,Pfizer/BioNTech,601552
Czechia,3/1/2021,Moderna,39592
Czechia,3/1/2021,Oxford/AstraZeneca,29868
Czechia,3/1/2021,Pfizer/BioNTech,618698
Czechia,3/2/2021,Moderna,41459
Czechia,3/2/2021,Oxford/AstraZeneca,39254
Czechia,3/2/2021,Pfizer/BioNTech,638055
Czechia,3/3/2021,Moderna,45157
Czechia,3/3/2021,Oxford/AstraZeneca,48974
Czechia,3/3/2021,Pfizer/BioNTech,659699
Czechia,3/4/2021,Moderna,49901
Czechia,3/4/2021,Oxford/AstraZeneca,58320
Czechia,3/4/2021,Pfizer/BioNTech,683319
Czechia,3/5/2021,Moderna,53501
Czechia,3/5/2021,Oxford/AstraZeneca,66690
Czechia,3/5/2021,Pfizer/BioNTech,705375
Czechia,3/6/2021,Moderna,54896
Czechia,3/6/2021,Oxford/AstraZeneca,71172
Czechia,3/6/2021,Pfizer/BioNTech,712405
Czechia,3/7/2021,Moderna,56177
Czechia,3/7/2021,Oxford/AstraZeneca,75306
Czechia,3/7/2021,Pfizer/BioNTech,719160
Czechia,3/8/2021,Moderna,59246
Czechia,3/8/2021,Oxford/AstraZeneca,83170
Czechia,3/8/2021,Pfizer/BioNTech,742584
Czechia,3/9/2021,Moderna,64545
Czechia,3/9/2021,Oxford/AstraZeneca,94328
Czechia,3/9/2021,Pfizer/BioNTech,768551
Czechia,3/10/2021,Moderna,69516
Czechia,3/10/2021,Oxford/AstraZeneca,105159
Czechia,3/10/2021,Pfizer/BioNTech,800666
Czechia,3/11/2021,Moderna,73785
Czechia,3/11/2021,Oxford/AstraZeneca,116838
Czechia,3/11/2021,Pfizer/BioNTech,837542
Czechia,3/12/2021,Moderna,79204
Czechia,3/12/2021,Oxford/AstraZeneca,129046
Czechia,3/12/2021,Pfizer/BioNTech,866869
Czechia,3/13/2021,Moderna,80493
Czechia,3/13/2021,Oxford/AstraZeneca,132031
Czechia,3/13/2021,Pfizer/BioNTech,880873
Czechia,3/14/2021,Moderna,81625
Czechia,3/14/2021,Oxford/AstraZeneca,132934
Czechia,3/14/2021,Pfizer/BioNTech,891990
Czechia,3/15/2021,Moderna,88401
Czechia,3/15/2021,Oxford/AstraZeneca,140951
Czechia,3/15/2021,Pfizer/BioNTech,914110
Czechia,3/16/2021,Moderna,97584
Czechia,3/16/2021,Oxford/AstraZeneca,149613
Czechia,3/16/2021,Pfizer/BioNTech,945417
Czechia,3/17/2021,Moderna,105315
Czechia,3/17/2021,Oxford/AstraZeneca,158528
Czechia,3/17/2021,Pfizer/BioNTech,976464
Czechia,3/18/2021,Moderna,112445
Czechia,3/18/2021,Oxford/AstraZeneca,167734
Czechia,3/18/2021,Pfizer/BioNTech,1010155
Czechia,3/19/2021,Moderna,118504
Czechia,3/19/2021,Oxford/AstraZeneca,176421
Czechia,3/19/2021,Pfizer/BioNTech,1043078
Czechia,3/20/2021,Moderna,119641
Czechia,3/20/2021,Oxford/AstraZeneca,178830
Czechia,3/20/2021,Pfizer/BioNTech,1056533
Czechia,3/21/2021,Moderna,119956
Czechia,3/21/2021,Oxford/AstraZeneca,179285
Czechia,3/21/2021,Pfizer/BioNTech,1064637
Czechia,3/22/2021,Moderna,124236
Czechia,3/22/2021,Oxford/AstraZeneca,186054
Czechia,3/22/2021,Pfizer/BioNTech,1090107
Czechia,3/23/2021,Moderna,128081
Czechia,3/23/2021,Oxford/AstraZeneca,193593
Czechia,3/23/2021,Pfizer/BioNTech,1118265
Czechia,3/24/2021,Moderna,132226
Czechia,3/24/2021,Oxford/AstraZeneca,201196
Czechia,3/24/2021,Pfizer/BioNTech,1148699
Czechia,3/25/2021,Moderna,136266
Czechia,3/25/2021,Oxford/AstraZeneca,208646
Czechia,3/25/2021,Pfizer/BioNTech,1181109
Czechia,3/26/2021,Moderna,138799
Czechia,3/26/2021,Oxford/AstraZeneca,214302
Czechia,3/26/2021,Pfizer/BioNTech,1214934
Czechia,3/27/2021,Moderna,140036
Czechia,3/27/2021,Oxford/AstraZeneca,215151
Czechia,3/27/2021,Pfizer/BioNTech,1226009
Czechia,3/28/2021,Moderna,141580
Czechia,3/28/2021,Oxford/AstraZeneca,215249
Czechia,3/28/2021,Pfizer/BioNTech,1233958
Czechia,3/29/2021,Moderna,147450
Czechia,3/29/2021,Oxford/AstraZeneca,218961
Czechia,3/29/2021,Pfizer/BioNTech,1263696
Czechia,3/30/2021,Moderna,156268
Czechia,3/30/2021,Oxford/AstraZeneca,224250
Czechia,3/30/2021,Pfizer/BioNTech,1296105
Czechia,3/31/2021,Moderna,167236
Czechia,3/31/2021,Oxford/AstraZeneca,229163
Czechia,3/31/2021,Pfizer/BioNTech,1330031
Czechia,4/1/2021,Moderna,177915
Czechia,4/1/2021,Oxford/AstraZeneca,233624
Czechia,4/1/2021,Pfizer/BioNTech,1372096
Czechia,4/2/2021,Moderna,180442
Czechia,4/2/2021,Oxford/AstraZeneca,234177
Czechia,4/2/2021,Pfizer/BioNTech,1388514
Czechia,4/3/2021,Moderna,182140
Czechia,4/3/2021,Oxford/AstraZeneca,234386
Czechia,4/3/2021,Pfizer/BioNTech,1401037
Czechia,4/4/2021,Moderna,183348
Czechia,4/4/2021,Oxford/AstraZeneca,234389
Czechia,4/4/2021,Pfizer/BioNTech,1411024
Czechia,4/5/2021,Moderna,184743
Czechia,4/5/2021,Oxford/AstraZeneca,234460
Czechia,4/5/2021,Pfizer/BioNTech,1419004
Czechia,4/6/2021,Moderna,193185
Czechia,4/6/2021,Oxford/AstraZeneca,237428
Czechia,4/6/2021,Pfizer/BioNTech,1452706
Czechia,4/7/2021,Moderna,201502
Czechia,4/7/2021,Oxford/AstraZeneca,245448
Czechia,4/7/2021,Pfizer/BioNTech,1481579
Czechia,4/8/2021,Moderna,207699
Czechia,4/8/2021,Oxford/AstraZeneca,256621
Czechia,4/8/2021,Pfizer/BioNTech,1533145
Czechia,4/9/2021,Moderna,215245
Czechia,4/9/2021,Oxford/AstraZeneca,267625
Czechia,4/9/2021,Pfizer/BioNTech,1583282
Czechia,4/10/2021,Moderna,216804
Czechia,4/10/2021,Oxford/AstraZeneca,271085
Czechia,4/10/2021,Pfizer/BioNTech,1608723
Czechia,4/11/2021,Moderna,217944
Czechia,4/11/2021,Oxford/AstraZeneca,271576
Czechia,4/11/2021,Pfizer/BioNTech,1626762
Czechia,4/12/2021,Moderna,226506
Czechia,4/12/2021,Oxford/AstraZeneca,280192
Czechia,4/12/2021,Pfizer/BioNTech,1672055
Czechia,4/13/2021,Moderna,237039
Czechia,4/13/2021,Oxford/AstraZeneca,289480
Czechia,4/13/2021,Pfizer/BioNTech,1713821
Czechia,4/14/2021,Moderna,247438
Czechia,4/14/2021,Oxford/AstraZeneca,299378
Czechia,4/14/2021,Pfizer/BioNTech,1759208
Czechia,4/15/2021,Moderna,256875
Czechia,4/15/2021,Oxford/AstraZeneca,308359
Czechia,4/15/2021,Pfizer/BioNTech,1813803
Czechia,4/16/2021,Moderna,266846
Czechia,4/16/2021,Oxford/AstraZeneca,314966
Czechia,4/16/2021,Pfizer/BioNTech,1867033
Czechia,4/17/2021,Moderna,269199
Czechia,4/17/2021,Oxford/AstraZeneca,315570
Czechia,4/17/2021,Pfizer/BioNTech,1889598
Czechia,4/18/2021,Moderna,270079
Czechia,4/18/2021,Oxford/AstraZeneca,315713
Czechia,4/18/2021,Pfizer/BioNTech,1906412
Czechia,4/19/2021,Moderna,277014
Czechia,4/19/2021,Oxford/AstraZeneca,321126
Czechia,4/19/2021,Pfizer/BioNTech,1952958
Czechia,4/20/2021,Moderna,283674
Czechia,4/20/2021,Oxford/AstraZeneca,327717
Czechia,4/20/2021,Pfizer/BioNTech,1997291
Czechia,4/21/2021,Moderna,289095
Czechia,4/21/2021,Oxford/AstraZeneca,335103
Czechia,4/21/2021,Pfizer/BioNTech,2046083
Czechia,4/22/2021,Johnson&Johnson,28
Czechia,4/22/2021,Moderna,294989
Czechia,4/22/2021,Oxford/AstraZeneca,343032
Czechia,4/22/2021,Pfizer/BioNTech,2103620
Czechia,4/23/2021,Johnson&Johnson,248
Czechia,4/23/2021,Moderna,298827
Czechia,4/23/2021,Oxford/AstraZeneca,349145
Czechia,4/23/2021,Pfizer/BioNTech,2154833
Czechia,4/24/2021,Johnson&Johnson,260
Czechia,4/24/2021,Moderna,299643
Czechia,4/24/2021,Oxford/AstraZeneca,349810
Czechia,4/24/2021,Pfizer/BioNTech,2176235
Czechia,4/25/2021,Johnson&Johnson,276
Czechia,4/25/2021,Moderna,301101
Czechia,4/25/2021,Oxford/AstraZeneca,349980
Czechia,4/25/2021,Pfizer/BioNTech,2193144
Czechia,4/26/2021,Johnson&Johnson,818
Czechia,4/26/2021,Moderna,305221
Czechia,4/26/2021,Oxford/AstraZeneca,355487
Czechia,4/26/2021,Pfizer/BioNTech,2239048
Czechia,4/27/2021,Johnson&Johnson,1753
Czechia,4/27/2021,Moderna,311396
Czechia,4/27/2021,Oxford/AstraZeneca,362053
Czechia,4/27/2021,Pfizer/BioNTech,2285117
Czechia,4/28/2021,Johnson&Johnson,3204
Czechia,4/28/2021,Moderna,319778
Czechia,4/28/2021,Oxford/AstraZeneca,368627
Czechia,4/28/2021,Pfizer/BioNTech,2339461
Czechia,4/29/2021,Johnson&Johnson,4795
Czechia,4/29/2021,Moderna,327586
Czechia,4/29/2021,Oxford/AstraZeneca,374949
Czechia,4/29/2021,Pfizer/BioNTech,2402736
Czechia,4/30/2021,Johnson&Johnson,6250
Czechia,4/30/2021,Moderna,331368
Czechia,4/30/2021,Oxford/AstraZeneca,378739
Czechia,4/30/2021,Pfizer/BioNTech,2463738
Czechia,5/1/2021,Johnson&Johnson,6347
Czechia,5/1/2021,Moderna,332551
Czechia,5/1/2021,Oxford/AstraZeneca,378943
Czechia,5/1/2021,Pfizer/BioNTech,2484686
Czechia,5/2/2021,Johnson&Johnson,6374
Czechia,5/2/2021,Moderna,333044
Czechia,5/2/2021,Oxford/AstraZeneca,379056
Czechia,5/2/2021,Pfizer/BioNTech,2505021
Czechia,5/3/2021,Johnson&Johnson,7484
Czechia,5/3/2021,Moderna,335969
Czechia,5/3/2021,Oxford/AstraZeneca,382157
Czechia,5/3/2021,Pfizer/BioNTech,2568428
Czechia,5/4/2021,Johnson&Johnson,9036
Czechia,5/4/2021,Moderna,342882
Czechia,5/4/2021,Oxford/AstraZeneca,386301
Czechia,5/4/2021,Pfizer/BioNTech,2628245
Czechia,5/5/2021,Johnson&Johnson,10993
Czechia,5/5/2021,Moderna,348381
Czechia,5/5/2021,Oxford/AstraZeneca,392418
Czechia,5/5/2021,Pfizer/BioNTech,2694549
Czechia,5/6/2021,Johnson&Johnson,12952
Czechia,5/6/2021,Moderna,353680
Czechia,5/6/2021,Oxford/AstraZeneca,399593
Czechia,5/6/2021,Pfizer/BioNTech,2768274
Czechia,5/7/2021,Johnson&Johnson,14869
Czechia,5/7/2021,Moderna,358475
Czechia,5/7/2021,Oxford/AstraZeneca,405192
Czechia,5/7/2021,Pfizer/BioNTech,2840624
Czechia,5/8/2021,Johnson&Johnson,15012
Czechia,5/8/2021,Moderna,359555
Czechia,5/8/2021,Oxford/AstraZeneca,405452
Czechia,5/8/2021,Pfizer/BioNTech,2869902
Czechia,5/9/2021,Johnson&Johnson,15020
Czechia,5/9/2021,Moderna,360618
Czechia,5/9/2021,Oxford/AstraZeneca,405847
Czechia,5/9/2021,Pfizer/BioNTech,2893605
Czechia,5/10/2021,Johnson&Johnson,16702
Czechia,5/10/2021,Moderna,366115
Czechia,5/10/2021,Oxford/AstraZeneca,411640
Czechia,5/10/2021,Pfizer/BioNTech,2958076
Czechia,5/11/2021,Johnson&Johnson,18516
Czechia,5/11/2021,Moderna,372358
Czechia,5/11/2021,Oxford/AstraZeneca,419000
Czechia,5/11/2021,Pfizer/BioNTech,3024941
Czechia,5/12/2021,Johnson&Johnson,20090
Czechia,5/12/2021,Moderna,380544
Czechia,5/12/2021,Oxford/AstraZeneca,426297
Czechia,5/12/2021,Pfizer/BioNTech,3094377
Czechia,5/13/2021,Johnson&Johnson,21589
Czechia,5/13/2021,Moderna,387759
Czechia,5/13/2021,Oxford/AstraZeneca,433171
Czechia,5/13/2021,Pfizer/BioNTech,3169574
Czechia,5/14/2021,Johnson&Johnson,22677
Czechia,5/14/2021,Moderna,393077
Czechia,5/14/2021,Oxford/AstraZeneca,438941
Czechia,5/14/2021,Pfizer/BioNTech,3242523
Czechia,5/15/2021,Johnson&Johnson,22739
Czechia,5/15/2021,Moderna,393793
Czechia,5/15/2021,Oxford/AstraZeneca,440860
Czechia,5/15/2021,Pfizer/BioNTech,3273493
Czechia,5/16/2021,Johnson&Johnson,22764
Czechia,5/16/2021,Moderna,394491
Czechia,5/16/2021,Oxford/AstraZeneca,441641
Czechia,5/16/2021,Pfizer/BioNTech,3298767
Czechia,5/17/2021,Johnson&Johnson,23640
Czechia,5/17/2021,Moderna,399381
Czechia,5/17/2021,Oxford/AstraZeneca,446201
Czechia,5/17/2021,Pfizer/BioNTech,3366094
Czechia,5/18/2021,Johnson&Johnson,24630
Czechia,5/18/2021,Moderna,407132
Czechia,5/18/2021,Oxford/AstraZeneca,452129
Czechia,5/18/2021,Pfizer/BioNTech,3434626
Czechia,5/19/2021,Johnson&Johnson,25853
Czechia,5/19/2021,Moderna,417293
Czechia,5/19/2021,Oxford/AstraZeneca,458567
Czechia,5/19/2021,Pfizer/BioNTech,3507309
Czechia,5/20/2021,Johnson&Johnson,27477
Czechia,5/20/2021,Moderna,427769
Czechia,5/20/2021,Oxford/AstraZeneca,465146
Czechia,5/20/2021,Pfizer/BioNTech,3588508
Czechia,5/21/2021,Johnson&Johnson,28898
Czechia,5/21/2021,Moderna,435628
Czechia,5/21/2021,Oxford/AstraZeneca,470861
Czechia,5/21/2021,Pfizer/BioNTech,3667729
Czechia,5/22/2021,Johnson&Johnson,29068
Czechia,5/22/2021,Moderna,437450
Czechia,5/22/2021,Oxford/AstraZeneca,472725
Czechia,5/22/2021,Pfizer/BioNTech,3706675
Czechia,5/23/2021,Johnson&Johnson,29073
Czechia,5/23/2021,Moderna,438346
Czechia,5/23/2021,Oxford/AstraZeneca,474161
Czechia,5/23/2021,Pfizer/BioNTech,3735389
Czechia,5/24/2021,Johnson&Johnson,30349
Czechia,5/24/2021,Moderna,446922
Czechia,5/24/2021,Oxford/AstraZeneca,480456
Czechia,5/24/2021,Pfizer/BioNTech,3798020
Czechia,5/25/2021,Johnson&Johnson,32125
Czechia,5/25/2021,Moderna,455677
Czechia,5/25/2021,Oxford/AstraZeneca,491507
