Country/Region,Date,New cases,New deaths,New recovered
Iraq,2021-02-28,75853,359,43802
Iraq,2021-03-31,155435,917,123629
Iraq,2021-04-30,214275,1142,182486
Iraq,2021-05-31,9731,71,15154
Ireland,2020-01-31,0,0,0
Ireland,2020-02-29,1,0,0
Ireland,2020-03-31,3234,71,5
Ireland,2020-04-30,17377,1161,13381
Ireland,2020-05-31,4378,420,8703
Ireland,2020-06-30,483,84,1275
Ireland,2020-07-31,592,27,0
Ireland,2020-08-31,2746,14,0
Ireland,2020-09-30,7344,27,0
Ireland,2020-10-31,25301,109,0
Ireland,2020-11-30,11088,140,0
Ireland,2020-12-31,19235,184,0
Ireland,2021-01-31,104768,1070,0
Ireland,2021-02-28,23045,1012,0
Ireland,2021-03-31,16262,368,0
Ireland,2021-04-30,13016,216,0
Ireland,2021-05-31,968,3,0
Israel,2020-01-31,0,0,0
Israel,2020-02-29,6,0,0
Israel,2020-03-31,5739,21,210
Israel,2020-04-30,10179,204,8714
Israel,2020-05-31,1183,62,5751
Israel,2020-06-30,8359,40,2060
Israel,2020-07-31,46296,237,30490
Israel,2020-08-31,45172,389,47144
Israel,2020-09-30,130505,651,83460
Israel,2020-10-31,66938,957,122040
Israel,2020-11-30,22842,311,23812
Israel,2020-12-31,86071,453,52641
Israel,2021-01-31,220173,1471,196189
Israel,2021-02-28,132372,956,160673
Israel,2021-03-31,57298,457,86481
Israel,2021-04-30,5429,154,10960
Israel,2021-05-31,73,3,253
Italy,2020-01-31,2,0,0
Italy,2020-02-29,1126,29,46
Italy,2020-03-31,104664,12399,15683
Italy,2020-04-30,99671,15539,60216
Italy,2020-05-31,27534,5448,81562
Italy,2020-06-30,7729,1352,32741
Italy,2020-07-31,6959,374,9726
Italy,2020-08-31,21677,342,7679
Italy,2020-09-30,45647,411,20051
Italy,2020-10-31,364569,2724,61722
Italy,2020-11-30,922124,16958,468081
Italy,2020-12-31,505612,18583,705604
Italy,2021-01-31,445866,14357,547437
Italy,2021-02-28,372233,9183,394651
Italy,2021-03-31,659634,11647,507846
Italy,2021-04-30,437754,11461,552531
Italy,2021-05-31,22109,370,27103
Jamaica,2020-01-31,0,0,0
Jamaica,2020-02-29,0,0,0
Jamaica,2020-03-31,36,1,2
Jamaica,2020-04-30,386,7,27
Jamaica,2020-05-31,164,1,282
Jamaica,2020-06-30,116,1,242
Jamaica,2020-07-31,176,0,173
Jamaica,2020-08-31,1581,11,164
Jamaica,2020-09-30,4023,86,977
Jamaica,2020-10-31,2612,99,2643
Jamaica,2020-11-30,1669,51,1709
Jamaica,2020-12-31,2064,45,4164
Jamaica,2021-01-31,2826,48,1660
Jamaica,2021-02-28,7610,72,1367
Jamaica,2021-03-31,15974,174,4188
Jamaica,2021-04-30,6341,182,3461
Jamaica,2021-05-31,289,6,234
Japan,2020-01-31,13,0,1
Japan,2020-02-29,230,6,31
Japan,2020-03-31,2010,61,392
Japan,2020-04-30,12029,414,2036
Japan,2020-05-31,2467,417,11882
Japan,2020-06-30,1864,74,2116
Japan,2020-07-31,17619,36,8316
Japan,2020-08-31,32162,290,31564
Japan,2020-09-30,15195,277,19184
Japan,2020-10-31,17736,194,14243
Japan,2020-11-30,47635,307,37524
Japan,2020-12-31,86849,1216,64006
Japan,2021-01-31,154355,2461,134141
Japan,2021-02-28,41924,2136,83727
Japan,2021-03-31,42551,1266,35705
Japan,2021-04-30,118623,1044,74023
Japan,2021-05-31,11886,143,8186
Jordan,2020-01-31,0,0,0
Jordan,2020-02-29,0,0,0
Jordan,2020-03-31,274,5,30
Jordan,2020-04-30,179,3,332
Jordan,2020-05-31,286,1,160
Jordan,2020-06-30,393,0,360
Jordan,2020-07-31,171,2,202
Jordan,2020-08-31,841,4,424
Jordan,2020-09-30,9791,46,3118
Jordan,2020-10-31,60782,768,2974
Jordan,2020-11-30,146823,1922,147426
Jordan,2020-12-31,75064,1083,115525
Jordan,2021-01-31,32361,482,44030
Jordan,2021-02-28,64235,385,34018
Jordan,2021-03-31,220487,2157,164545
Jordan,2021-04-30,99796,1978,169359
Jordan,2021-05-31,1528,61,6016
Kazakhstan,2020-01-31,0,0,0
Kazakhstan,2020-02-29,0,0,0
Kazakhstan,2020-03-31,343,2,24
Kazakhstan,2020-04-30,3059,23,842
Kazakhstan,2020-05-31,7456,15,4538
Kazakhstan,2020-06-30,11450,148,8154
Kazakhstan,2020-07-31,68059,605,47267
Kazakhstan,2020-08-31,40306,988,40728
Kazakhstan,2020-09-30,10034,297,28349
Kazakhstan,2020-10-31,8992,148,5208
Kazakhstan,2020-11-30,24864,207,12315
Kazakhstan,2020-12-31,26633,328,28133
Kazakhstan,2021-01-31,34648,285,29110
Kazakhstan,2021-02-28,26871,116,34314
Kazakhstan,2021-03-31,34757,70,29582
Kazakhstan,2021-04-30,78067,102,59968
Kazakhstan,2021-05-31,5539,15,3630
Kenya,2020-01-31,0,0,0
Kenya,2020-02-29,0,0,0
Kenya,2020-03-31,59,1,1
Kenya,2020-04-30,337,16,143
Kenya,2020-05-31,1566,47,334
Kenya,2020-06-30,4404,84,1561
Kenya,2020-07-31,14270,193,6126
Kenya,2020-08-31,13565,236,11728
Kenya,2020-09-30,4328,134,5015
Kenya,2020-10-31,16663,270,10968
Kenya,2020-11-30,28426,488,19468
Kenya,2020-12-31,12840,201,23393
Kenya,2021-01-31,4315,93,5170
Kenya,2021-02-28,5200,93,2771
Kenya,2021-03-31,28085,297,6001
Kenya,2021-04-30,25260,571,15886
Kenya,2021-05-31,1104,39,296
"Korea, South",2020-01-31,10,0,0
"Korea, South",2020-02-29,3139,16,27
"Korea, South",2020-03-31,6636,146,5381
"Korea, South",2020-04-30,988,86,3664
"Korea, South",2020-05-31,729,23,1350
"Korea, South",2020-06-30,1347,11,1191
"Korea, South",2020-07-31,1486,19,1620
"Korea, South",2020-08-31,5846,23,1965
"Korea, South",2020-09-30,3707,91,6468
"Korea, South",2020-10-31,2746,51,2691
"Korea, South",2020-11-30,8017,60,3528
"Korea, South",2020-12-31,27117,391,15068
"Korea, South",2021-01-31,16739,508,25356
"Korea, South",2021-02-28,11523,180,12761
"Korea, South",2021-03-31,13608,130,14369
"Korea, South",2021-04-30,18995,96,16898
"Korea, South",2021-05-31,1094,3,1019
Kosovo,2020-01-31,0,0,0
Kosovo,2020-02-29,0,0,0
Kosovo,2020-03-31,106,1,1
Kosovo,2020-04-30,693,21,248
Kosovo,2020-05-31,271,8,592
Kosovo,2020-06-30,1729,19,665
Kosovo,2020-07-31,5531,178,3072
Kosovo,2020-08-31,5124,298,5017
Kosovo,2020-09-30,2166,100,3959
Kosovo,2020-10-31,3708,53,1875
Kosovo,2020-11-30,20268,338,9572
Kosovo,2020-12-31,11548,316,15988
Kosovo,2021-01-31,9074,166,11450
Kosovo,2021-02-28,8233,94,7001
Kosovo,2021-03-31,20730,274,14746
Kosovo,2021-04-30,14457,268,17025
Kosovo,2021-05-31,0,0,0
Kuwait,2020-01-31,0,0,0
Kuwait,2020-02-29,45,0,0
Kuwait,2020-03-31,244,0,73
Kuwait,2020-04-30,3735,26,1466
Kuwait,2020-05-31,23019,186,9847
Kuwait,2020-06-30,19152,142,25644
Kuwait,2020-07-31,20762,93,20902
Kuwait,2020-08-31,18152,84,19292
Kuwait,2020-09-30,20073,79,19464
Kuwait,2020-10-31,20744,169,20174
Kuwait,2020-11-30,16709,101,20209
Kuwait,2020-12-31,7949,54,9446
Kuwait,2021-01-31,14673,25,11414
Kuwait,2021-02-28,25595,124,21278
Kuwait,2021-03-31,41251,230,37371
Kuwait,2021-04-30,41888,250,40681
Kuwait,2021-05-31,2595,15,2747
Kyrgyzstan,2020-01-31,0,0,0
Kyrgyzstan,2020-02-29,0,0,0
Kyrgyzstan,2020-03-31,107,0,3
Kyrgyzstan,2020-04-30,639,8,459
Kyrgyzstan,2020-05-31,1002,8,708
Kyrgyzstan,2020-06-30,3758,45,1273
Kyrgyzstan,2020-07-31,30299,1317,22594
Kyrgyzstan,2020-08-31,8093,-320,13422
Kyrgyzstan,2020-09-30,2771,6,4420
Kyrgyzstan,2020-10-31,12209,80,7104
Kyrgyzstan,2020-11-30,14300,131,14728
Kyrgyzstan,2020-12-31,7856,80,11207
Kyrgyzstan,2021-01-31,3554,57,5069
Kyrgyzstan,2021-02-28,1663,54,2223
Kyrgyzstan,2021-03-31,2287,34,1687
Kyrgyzstan,2021-04-30,6737,104,4294
Kyrgyzstan,2021-05-31,785,15,528
Laos,2020-01-31,0,0,0
Laos,2020-02-29,0,0,0
Laos,2020-03-31,9,0,0
Laos,2020-04-30,10,0,8
Laos,2020-05-31,0,0,8
Laos,2020-06-30,0,0,3
Laos,2020-07-31,1,0,0
Laos,2020-08-31,2,0,2
Laos,2020-09-30,1,0,1
Laos,2020-10-31,1,0,0
Laos,2020-11-30,15,0,4
Laos,2020-12-31,2,0,14
Laos,2021-01-31,3,0,1
Laos,2021-02-28,1,0,1
Laos,2021-03-31,4,0,3
Laos,2021-04-30,708,0,6
Laos,2021-05-31,176,0,0
Latvia,2020-01-31,0,0,0
Latvia,2020-02-29,0,0,0
Latvia,2020-03-31,398,0,1
Latvia,2020-04-30,460,15,347
Latvia,2020-05-31,208,9,397
Latvia,2020-06-30,52,6,229
Latvia,2020-07-31,113,2,78
Latvia,2020-08-31,165,2,111
Latvia,2020-09-30,428,3,144
Latvia,2020-10-31,4070,34,99
Latvia,2020-11-30,11181,135,389
Latvia,2020-12-31,23829,429,25318
Latvia,2021-01-31,25337,560,27573
Latvia,2021-02-28,19945,423,20569
Latvia,2021-03-31,16177,281,18376
Latvia,2021-04-30,16195,232,14070
Latvia,2021-05-31,1192,13,1248
Lebanon,2020-01-31,0,0,0
Lebanon,2020-02-29,4,0,0
Lebanon,2020-03-31,466,12,37
Lebanon,2020-04-30,255,12,113
Lebanon,2020-05-31,495,3,562
Lebanon,2020-06-30,558,7,471
Lebanon,2020-07-31,2777,27,578
Lebanon,2020-08-31,12753,106,3050
Lebanon,2020-09-30,22326,200,12754
Lebanon,2020-10-31,41594,270,24059
Lebanon,2020-11-30,46716,381,41410
Lebanon,2020-12-31,53559,450,44925
Lebanon,2021-01-31,119549,1614,52918
Lebanon,2021-02-28,73998,1610,110713
Lebanon,2021-03-31,93350,1542,79097
Lebanon,2021-04-30,58178,1044,90435
Lebanon,2021-05-31,1630,46,3538
Lesotho,2020-01-31,0,0,0
Lesotho,2020-02-29,0,0,0
Lesotho,2020-03-31,0,0,0
Lesotho,2020-04-30,0,0,0
Lesotho,2020-05-31,2,0,1
Lesotho,2020-06-30,25,0,3
Lesotho,2020-07-31,577,13,140
Lesotho,2020-08-31,481,18,384
Lesotho,2020-09-30,510,5,345
Lesotho,2020-10-31,358,8,102
Lesotho,2020-11-30,156,0,303
Lesotho,2020-12-31,985,7,202
Lesotho,2021-01-31,5570,121,1072
Lesotho,2021-02-28,1827,120,1193
Lesotho,2021-03-31,215,23,726
Lesotho,2021-04-30,25,1,1796
Lesotho,2021-05-31,2,2,0
Liberia,2020-01-31,0,0,0
Liberia,2020-02-29,0,0,0
Liberia,2020-03-31,3,0,0
Liberia,2020-04-30,138,16,45
Liberia,2020-05-31,147,11,112
Liberia,2020-06-30,492,9,167
Liberia,2020-07-31,406,39,346
Liberia,2020-08-31,118,7,202
Liberia,2020-09-30,39,0,349
Liberia,2020-10-31,83,0,58
Liberia,2020-11-30,169,1,64
Liberia,2020-12-31,184,0,63
Liberia,2021-01-31,160,1,354
Liberia,2021-02-28,75,1,124
Liberia,2021-03-31,28,0,15
Liberia,2021-04-30,57,0,50
Liberia,2021-05-31,0,0,0
Libya,2020-01-31,0,0,0
Libya,2020-02-29,0,0,0
Libya,2020-03-31,10,0,1
Libya,2020-04-30,51,3,17
Libya,2020-05-31,95,2,34
Libya,2020-06-30,668,19,157
Libya,2020-07-31,2797,50,409
Libya,2020-08-31,10345,163,841
Libya,2020-09-30,20559,314,17902
Libya,2020-10-31,26570,306,15669
Libya,2020-11-30,21714,326,18788
Libya,2020-12-31,17468,295,18289
Libya,2021-01-31,18354,399,26599
Libya,2021-02-28,14707,302,21534
Libya,2021-03-31,25619,488,26907
Libya,2021-04-30,18551,362,16044
Libya,2021-05-31,363,10,525
Liechtenstein,2020-01-31,0,0,0
Liechtenstein,2020-02-29,0,0,0
Liechtenstein,2020-03-31,68,0,44
Liechtenstein,2020-04-30,14,1,36
Liechtenstein,2020-05-31,0,0,1
Liechtenstein,2020-06-30,0,0,0
Liechtenstein,2020-07-31,6,0,4
Liechtenstein,2020-08-31,19,0,12
Liechtenstein,2020-09-30,11,0,16
Liechtenstein,2020-10-31,415,2,234
Liechtenstein,2020-11-30,737,13,741
Liechtenstein,2020-12-31,866,23,722
Liechtenstein,2021-01-31,357,13,542
Liechtenstein,2021-02-28,74,2,132
Liechtenstein,2021-03-31,103,2,84
Liechtenstein,2021-04-30,256,1,224
Liechtenstein,2021-05-31,14,0,0
Lithuania,2020-01-31,0,0,0
Lithuania,2020-02-29,1,0,0
Lithuania,2020-03-31,467,4,0
Lithuania,2020-04-30,907,28,577
Lithuania,2020-05-31,292,22,702
Lithuania,2020-06-30,145,7,246
Lithuania,2020-07-31,257,2,130
Lithuania,2020-08-31,831,6,309
Lithuania,2020-09-30,1788,8,881
Lithuania,2020-10-31,10127,75,2640
Lithuania,2020-11-30,46496,468,22543
Lithuania,2020-12-31,80644,1176,68772
Lithuania,2021-01-31,40588,1012,65592
Lithuania,2021-02-28,16602,436,22393
Lithuania,2021-03-31,16974,330,14238
Lithuania,2021-04-30,31150,349,23413
Lithuania,2021-05-31,2411,27,2397
Luxembourg,2020-01-31,0,0,0
Luxembourg,2020-02-29,1,0,0
Luxembourg,2020-03-31,2177,23,80
Luxembourg,2020-04-30,1606,67,3133
Luxembourg,2020-05-31,234,20,620
Luxembourg,2020-06-30,281,0,165
Luxembourg,2020-07-31,2396,4,1194
Luxembourg,2020-08-31,1278,10,792
Luxembourg,2020-09-30,1884,0,1190
Luxembourg,2020-10-31,8625,28,2907
Luxembourg,2020-11-30,17544,169,16005
Luxembourg,2020-12-31,11737,174,14892
Luxembourg,2021-01-31,3973,82,6637
Luxembourg,2021-02-28,4722,60,3872
Luxembourg,2021-03-31,6532,109,5605
Luxembourg,2021-04-30,5563,50,6569
Luxembourg,2021-05-31,0,0,0
MS Zaandam,2020-01-31,0,0,0
MS Zaandam,2020-02-29,0,0,0
MS Zaandam,2020-03-31,2,0,0
MS Zaandam,2020-04-30,7,2,0
MS Zaandam,2020-05-31,0,0,0
MS Zaandam,2020-06-30,0,0,0
MS Zaandam,2020-07-31,0,0,0
MS Zaandam,2020-08-31,0,0,0
MS Zaandam,2020-09-30,0,0,0
MS Zaandam,2020-10-31,0,0,0
MS Zaandam,2020-11-30,0,0,0
MS Zaandam,2020-12-31,0,0,7
MS Zaandam,2021-01-31,0,0,0
MS Zaandam,2021-02-28,0,0,0
MS Zaandam,2021-03-31,0,0,0
MS Zaandam,2021-04-30,0,0,0
MS Zaandam,2021-05-31,0,0,0
Madagascar,2020-01-31,0,0,0
Madagascar,2020-02-29,0,0,0
Madagascar,2020-03-31,57,0,0
Madagascar,2020-04-30,71,0,92
Madagascar,2020-05-31,650,6,76
Madagascar,2020-06-30,1443,14,826
Madagascar,2020-07-31,8654,86,6813
Madagascar,2020-08-31,3995,86,6025
Madagascar,2020-09-30,1545,38,1469
Madagascar,2020-10-31,703,14,1108
Madagascar,2020-11-30,230,7,248
Madagascar,2020-12-31,373,10,571
Madagascar,2021-01-31,1351,20,987
Madagascar,2021-02-28,766,16,1081
Madagascar,2021-03-31,4595,121,2612
Madagascar,2021-04-30,12588,225,9662
Madagascar,2021-05-31,616,23,1177
Malawi,2020-01-31,0,0,0
Malawi,2020-02-29,0,0,0
Malawi,2020-03-31,0,0,0
Malawi,2020-04-30,37,3,7
Malawi,2020-05-31,247,1,35
Malawi,2020-06-30,940,10,218
Malawi,2020-07-31,2854,100,1615
Malawi,2020-08-31,1488,61,1285
Malawi,2020-09-30,207,4,1103
Malawi,2020-10-31,157,5,1060
Malawi,2020-11-30,98,1,132
Malawi,2020-12-31,555,4,250
Malawi,2021-01-31,17380,513,2910
Malawi,2021-02-28,7982,342,10259
Malawi,2021-03-31,1606,73,11398
Malawi,2021-04-30,527,31,1779
Malawi,2021-05-31,18,0,18
Malaysia,2020-01-31,8,0,0
Malaysia,2020-02-29,17,0,18
Malaysia,2020-03-31,2741,43,519
Malaysia,2020-04-30,3236,59,3634
Malaysia,2020-05-31,1817,13,2182
Malaysia,2020-06-30,820,6,2001
Malaysia,2020-07-31,337,4,290
Malaysia,2020-08-31,364,2,410
Malaysia,2020-09-30,1884,9,913
Malaysia,2020-10-31,20324,113,11281
Malaysia,2020-11-30,34149,111,33511
Malaysia,2020-12-31,47313,111,34182
Malaysia,2021-01-31,101949,289,77108
Malaysia,2021-02-28,85793,370,107368
Malaysia,2021-03-31,44748,142,56207
Malaysia,2021-04-30,63213,234,48356
Malaysia,2021-05-31,6299,27,5160
Maldives,2020-01-31,0,0,0
Maldives,2020-02-29,0,0,0
Maldives,2020-03-31,18,0,13
Maldives,2020-04-30,450,1,4
Maldives,2020-05-31,1305,4,436
Maldives,2020-06-30,588,4,1491
Maldives,2020-07-31,1432,7,663
Maldives,2020-08-31,4011,12,2548
Maldives,2020-09-30,2487,6,3953
Maldives,2020-10-31,1368,4,1706
Maldives,2020-11-30,1352,8,1125
Maldives,2020-12-31,746,2,1202
Maldives,2021-01-31,2084,4,998
Maldives,2021-02-28,3952,10,3110
Maldives,2021-03-31,4286,5,3906
Maldives,2021-04-30,5756,6,3620
Maldives,2021-05-31,910,1,293
Mali,2020-01-31,0,0,0
Mali,2020-02-29,0,0,0
Mali,2020-03-31,28,2,0
Mali,2020-04-30,462,24,135
Mali,2020-05-31,775,51,581
Mali,2020-06-30,916,39,758
Mali,2020-07-31,354,8,463
Mali,2020-08-31,241,2,232
Mali,2020-09-30,342,5,284
Mali,2020-10-31,436,5,300
Mali,2020-11-30,1156,20,453
Mali,2020-12-31,2380,113,1444
Mali,2021-01-31,1001,61,1295
Mali,2021-02-28,285,23,457
Mali,2021-03-31,1666,32,428
Mali,2021-04-30,3816,99,1730
Mali,2021-05-31,57,5,173
Malta,2020-01-31,0,0,0
Malta,2020-02-29,0,0,0
Malta,2020-03-31,169,0,2
Malta,2020-04-30,296,4,349
Malta,2020-05-31,153,5,183
Malta,2020-06-30,52,0,106
Malta,2020-07-31,154,0,25
Malta,2020-08-31,1101,3,735
Malta,2020-09-30,1175,23,1162
Malta,2020-10-31,2984,27,1593
Malta,2020-11-30,3831,75,3510
Malta,2020-12-31,2901,82,3456
Malta,2021-01-31,5129,48,3839
Malta,2021-02-28,4579,48,4487
Malta,2021-03-31,6551,77,8365
Malta,2021-04-30,1259,21,1736
Malta,2021-05-31,27,3,94
Marshall Islands,2020-01-31,0,0,0
Marshall Islands,2020-02-29,0,0,0
Marshall Islands,2020-03-31,0,0,0
Marshall Islands,2020-04-30,0,0,0
Marshall Islands,2020-05-31,0,0,0
Marshall Islands,2020-06-30,0,0,0
Marshall Islands,2020-07-31,0,0,0
Marshall Islands,2020-08-31,0,0,0
Marshall Islands,2020-09-30,0,0,0
Marshall Islands,2020-10-31,2,0,0
Marshall Islands,2020-11-30,3,0,1
Marshall Islands,2020-12-31,0,0,3
Marshall Islands,2021-01-31,0,0,0
Marshall Islands,2021-02-28,0,0,0
Marshall Islands,2021-03-31,0,0,0
Marshall Islands,2021-04-30,0,0,0
Marshall Islands,2021-05-31,0,0,0
Mauritania,2020-01-31,0,0,0
Mauritania,2020-02-29,0,0,0
Mauritania,2020-03-31,6,1,2
Mauritania,2020-04-30,2,0,4
Mauritania,2020-05-31,522,22,21
Mauritania,2020-06-30,3833,106,1595
Mauritania,2020-07-31,1947,28,3340
Mauritania,2020-08-31,738,2,1502
Mauritania,2020-09-30,454,2,656
Mauritania,2020-10-31,201,2,313
Mauritania,2020-11-30,898,14,299
Mauritania,2020-12-31,5763,170,3648
Mauritania,2021-01-31,2271,75,4296
Mauritania,2021-02-28,572,19,887
Mauritania,2021-03-31,640,8,530
Mauritania,2021-04-30,555,6,594
Mauritania,2021-05-31,46,0,38
Mauritius,2020-01-31,0,0,0
Mauritius,2020-02-29,0,0,0
Mauritius,2020-03-31,143,5,0
Mauritius,2020-04-30,191,5,310
Mauritius,2020-05-31,3,0,12
Mauritius,2020-06-30,6,0,4
Mauritius,2020-07-31,3,0,6
Mauritius,2020-08-31,12,0,3
Mauritius,2020-09-30,25,0,9
Mauritius,2020-10-31,60,0,54
Mauritius,2020-11-30,63,0,58
Mauritius,2020-12-31,23,0,40
Mauritius,2021-01-31,42,0,32
Mauritius,2021-02-28,41,0,43
Mauritius,2021-03-31,418,2,72
Mauritius,2021-04-30,181,5,441
Mauritius,2021-05-31,2,0,22
Mexico,2020-01-31,0,0,0
Mexico,2020-02-29,4,0,0
Mexico,2020-03-31,1211,29,35
Mexico,2020-04-30,18009,1830,11388
Mexico,2020-05-31,71440,8071,52349
Mexico,2020-06-30,135425,17839,110766
Mexico,2020-07-31,198548,18919,152577
Mexico,2020-08-31,174923,17726,169107
Mexico,2020-09-30,143656,13232,131785
Mexico,2020-10-31,181746,14107,151364
Mexico,2020-11-30,188581,14187,44215
Mexico,2020-12-31,312551,19867,251209
Mexico,2021-01-31,438166,32729,337598
Mexico,2021-02-28,222678,27179,221507
Mexico,2021-03-31,151949,17495,139336
Mexico,2021-04-30,105868,13697,91678
Mexico,2021-05-31,4118,326,4615
Micronesia,2020-01-31,0,0,0
Micronesia,2020-02-29,0,0,0
Micronesia,2020-03-31,0,0,0
Micronesia,2020-04-30,0,0,0
Micronesia,2020-05-31,0,0,0
Micronesia,2020-06-30,0,0,0
Micronesia,2020-07-31,0,0,0
Micronesia,2020-08-31,0,0,0
Micronesia,2020-09-30,0,0,0
Micronesia,2020-10-31,0,0,0
Micronesia,2020-11-30,0,0,0
Micronesia,2020-12-31,0,0,0
Micronesia,2021-01-31,1,0,1
Micronesia,2021-02-28,0,0,0
Micronesia,2021-03-31,0,0,0
Micronesia,2021-04-30,0,0,0
Micronesia,2021-05-31,0,0,0
Moldova,2020-01-31,0,0,0
Moldova,2020-02-29,0,0,0
Moldova,2020-03-31,353,4,18
Moldova,2020-04-30,3544,112,1164
Moldova,2020-05-31,4354,179,3399
Moldova,2020-06-30,8362,250,4801
Moldova,2020-07-31,8120,233,7887
Moldova,2020-08-31,12187,217,8603
Moldova,2020-09-30,16122,325,13125
Moldova,2020-10-31,22998,465,16785
Moldova,2020-11-30,31324,519,39572
Moldova,2020-12-31,37454,681,35289
Moldova,2021-01-31,14986,453,19447
Moldova,2021-02-28,25649,511,16088
Moldova,2021-03-31,44788,1011,41674
Moldova,2021-04-30,20596,852,32062
Moldova,2021-05-31,498,26,910
Monaco,2020-01-31,0,0,0
Monaco,2020-02-29,1,0,0
Monaco,2020-03-31,51,1,2
Monaco,2020-04-30,43,3,62
Monaco,2020-05-31,4,0,26
Monaco,2020-06-30,4,0,5
Monaco,2020-07-31,17,0,10
Monaco,2020-08-31,34,0,11
Monaco,2020-09-30,76,-2,65
Monaco,2020-10-31,141,0,92
Monaco,2020-11-30,250,1,283
Monaco,2020-12-31,266,0,152
Monaco,2021-01-31,614,10,549
Monaco,2021-02-28,467,11,453
Monaco,2021-03-31,332,4,405
Monaco,2021-04-30,166,4,253
Monaco,2021-05-31,3,0,3
Mongolia,2020-01-31,0,0,0
Mongolia,2020-02-29,0,0,0
Mongolia,2020-03-31,12,0,2
Mongolia,2020-04-30,26,0,8
Mongolia,2020-05-31,141,0,34
Mongolia,2020-06-30,41,0,132
Mongolia,2020-07-31,71,0,54
Mongolia,2020-08-31,13,0,65
Mongolia,2020-09-30,9,0,12
Mongolia,2020-10-31,33,0,6
Mongolia,2020-11-30,455,0,45
Mongolia,2020-12-31,419,1,479
Mongolia,2021-01-31,594,1,521
Mongolia,2021-02-28,1138,0,941
Mongolia,2021-03-31,5889,6,2771
Mongolia,2021-04-30,28444,107,15611
Mongolia,2021-05-31,2096,4,2251
Montenegro,2020-01-31,0,0,0
Montenegro,2020-02-29,0,0,0
Montenegro,2020-03-31,109,2,0
Montenegro,2020-04-30,213,5,214
Montenegro,2020-05-31,2,2,101
Montenegro,2020-06-30,224,3,0
Montenegro,2020-07-31,2525,36,690
Montenegro,2020-08-31,1762,52,3016
Montenegro,2020-09-30,5937,69,3171
Montenegro,2020-10-31,7569,132,6892
Montenegro,2020-11-30,16924,198,10047
Montenegro,2020-12-31,12982,183,14449
Montenegro,2021-01-31,13412,123,14947
Montenegro,2021-02-28,14175,198,12699
Montenegro,2021-03-31,15384,271,17272
Montenegro,2021-04-30,6171,221,10033
Montenegro,2021-05-31,230,10,343
Morocco,2020-01-31,0,0,0
Morocco,2020-02-29,0,0,0
Morocco,2020-03-31,617,36,24
Morocco,2020-04-30,3806,134,960
Morocco,2020-05-31,3384,35,4475
Morocco,2020-06-30,4726,23,3461
Morocco,2020-07-31,11789,125,8738
Morocco,2020-08-31,38268,788,29937
Morocco,2020-09-30,61063,1053,55120
Morocco,2020-10-31,95431,1501,78560
Morocco,2020-11-30,137252,2151,124016
Morocco,2020-12-31,82857,1542,102213
Morocco,2021-01-31,31964,887,41656
Morocco,2021-02-28,12497,348,19886
Morocco,2021-03-31,12443,195,14317
Morocco,2021-04-30,15152,205,14258
Morocco,2021-05-31,607,5,794
Mozambique,2020-01-31,0,0,0
Mozambique,2020-02-29,0,0,0
Mozambique,2020-03-31,8,0,0
Mozambique,2020-04-30,68,0,0
Mozambique,2020-05-31,178,2,0
Mozambique,2020-06-30,635,4,0
Mozambique,2020-07-31,975,5,0
Mozambique,2020-08-31,2052,12,0
Mozambique,2020-09-30,4812,38,0
Mozambique,2020-10-31,4141,31,0
Mozambique,2020-11-30,2832,39,0
Mozambique,2020-12-31,2941,35,0
Mozambique,2021-01-31,20012,201,0
Mozambique,2021-02-28,20696,274,0
Mozambique,2021-03-31,8229,134,0
Mozambique,2021-04-30,2338,39,0
Mozambique,2021-05-31,67,1,0
Namibia,2020-01-31,0,0,0
Namibia,2020-02-29,0,0,0
Namibia,2020-03-31,11,0,2
Namibia,2020-04-30,5,0,6
Namibia,2020-05-31,8,0,6
Namibia,2020-06-30,181,0,10
Namibia,2020-07-31,1924,10,142
Namibia,2020-08-31,5421,65,3161
Namibia,2020-09-30,3715,46,5687
Namibia,2020-10-31,1670,12,2022
Namibia,2020-11-30,1445,18,2499
Namibia,2020-12-31,9561,54,6541
Namibia,2021-01-31,10003,147,12302
Namibia,2021-02-28,4901,72,3883
Namibia,2021-03-31,5294,99,5587
Namibia,2021-04-30,4212,119,4173
Namibia,2021-05-31,303,1,217
Nepal,2020-01-31,1,0,0
Nepal,2020-02-29,0,0,1
Nepal,2020-03-31,4,0,0
Nepal,2020-04-30,52,0,15
Nepal,2020-05-31,1516,8,204
Nepal,2020-06-30,11992,21,2974
Nepal,2020-07-31,6207,27,11205
Nepal,2020-08-31,19689,172,7011
Nepal,2020-09-30,38357,270,35018
Nepal,2020-10-31,92926,439,74794
Nepal,2020-11-30,62709,571,83299
Nepal,2020-12-31,27141,348,37838
Nepal,2021-01-31,10366,173,13977
Nepal,2021-02-28,3184,745,4071
Nepal,2021-03-31,3166,256,2379
Nepal,2021-04-30,45878,249,8309
Nepal,2021-05-31,12843,46,2899
Netherlands,2020-01-31,0,0,0
Netherlands,2020-02-29,6,0,0
Netherlands,2020-03-31,12661,1040,3
Netherlands,2020-04-30,26845,3771,122
Netherlands,2020-05-31,7133,1164,53
Netherlands,2020-06-30,3838,157,8
Netherlands,2020-07-31,4107,34,14
Netherlands,2020-08-31,18642,86,810
